ID;First_pokemon;First_attack;Second_attack;Third_attack;Fouth_attack;Second_pokemon;First_attack.1;Second_attack.1;Third_attack.1;Fouth_attack.1;Winner
29217;130;117;174;322;503;660;216;106;331;356;660
29218;265;363;203;36;203;55;138;36;283;173;55
29219;17;40;450;450;450;3;89;133;79;431;3
29220;584;153;397;36;213;460;474;263;565;156;460
29221;578;565;156;290;207;180;282;91;103;264;180
29222;171;189;38;280;213;787;153;277;496;598;171
29223;715;258;61;269;182;768;245;242;501;89;715
29224;465;9;44;203;175;180;409;280;173;97;465
29225;486;94;356;496;237;554;610;92;496;226;554
29226;799;219;335;94;207;778;290;63;566;244;799
29227;728;213;214;526;381;626;397;173;55;341;626
29228;416;442;263;58;70;291;38;94;218;412;291
29229;595;416;498;269;469;224;484;182;259;182;595
29230;410;70;46;83;428;94;104;565;195;168;410
29231;159;182;369;13;38;746;478;214;156;371;159
29232;522;34;578;204;348;195;283;178;113;182;522
29233;431;97;554;216;412;397;581;153;270;487;431
29234;659;429;106;491;430;476;210;5;156;361;476
29235;445;33;104;351;447;126;225;200;127;258;126
29236;531;94;506;36;257;207;216;363;267;227;207
29237;283;205;283;493;68;388;104;425;180;263;388
29238;310;428;102;71;412;100;101;214;184;269;100
29239;615;203;227;182;218;461;402;237;240;474;615
29240;14;81;81;527;81;695;555;253;82;92;14
29241;26;231;269;207;104;249;218;263;389;44;249
29242;356;83;481;133;561;509;36;207;240;346;356
29243;170;350;517;336;126;51;192;312;412;104;170
29244;216;182;496;86;204;334;264;264;283;184;216
29245;242;61;175;63;487;644;329;324;207;304;242
29246;351;278;196;57;250;300;213;213;129;179;300
29247;109;277;268;243;153;549;59;340;58;114;549
29248;310;270;36;216;78;408;241;200;213;218;408
29249;402;330;237;196;196;606;156;371;372;104;606
29250;460;443;76;522;247;568;276;173;555;63;568
29251;772;179;238;213;9;753;94;445;237;343;772
29252;391;43;332;230;525;687;206;411;421;371;687
29253;300;214;363;218;214;355;92;70;104;104;300
29254;192;114;297;322;173;507;219;392;512;216;192
29255;569;608;400;417;269;290;106;81;106;106;569
29256;316;170;237;450;216;753;433;290;148;287;316
29257;532;268;85;492;492;394;10;290;444;34;394
29258;391;239;525;525;348;480;332;15;290;252;480
29259;688;572;588;528;43;219;36;109;168;385;219
29260;722;52;478;492;488;524;143;152;565;209;524
29261;697;276;270;414;82;259;2;266;486;86;697
29262;425;90;102;471;14;732;211;565;355;64;732
29263;104;414;189;216;290;721;463;283;22;189;104
29264;358;412;417;109;213;7;509;598;266;223;7
29265;610;364;290;342;214;296;330;57;56;298;610
29266;694;12;444;276;514;345;71;567;164;263;694
29267;219;278;447;412;237;788;153;416;126;216;788
29268;506;230;20;78;173;250;240;225;108;43;250
29269;254;174;494;95;253;168;447;270;565;203;254
29270;339;451;374;102;315;600;214;116;24;240;339
29271;73;130;358;339;565;494;530;231;216;173;494
29272;438;394;61;53;303;451;129;528;63;313;438
29273;602;216;175;235;113;661;104;565;334;37;602
29274;435;442;445;556;431;565;387;14;113;241;565
29275;510;5;38;174;218;731;182;261;156;92;731
29276;349;63;223;263;189;24;13;239;416;214;24
29277;730;355;526;207;164;625;566;470;384;168;625
29278;606;218;241;188;226;427;339;291;434;182;427
29279;793;224;347;216;304;263;38;182;34;263;263
29280;123;384;77;496;104;132;164;298;164;69;132
29281;561;173;116;206;216;134;383;223;278;1;134
29282;532;417;156;496;496;789;496;164;33;171;789
29283;761;173;358;474;51;23;28;403;253;97;23
29284;787;496;263;488;331;3;111;92;412;207;3
29285;516;59;353;368;6;468;164;218;505;345;516
29286;148;46;257;197;383;360;46;182;202;102;148
29287;223;197;445;197;269;259;264;266;343;5;259
29288;408;290;445;332;317;568;276;555;514;528;568
29289;565;162;526;612;53;616;264;89;264;253;616
29290;733;522;522;476;522;398;29;565;213;311;398
29291;18;81;334;450;450;266;246;34;174;89;266
29292;187;111;203;93;197;79;213;496;277;35;79
29293;442;565;263;365;515;364;275;68;223;202;442
29294;205;237;102;447;318;212;497;387;500;389;212
29295;524;38;206;414;523;571;554;253;282;320;524
29296;42;117;497;118;138;166;519;478;520;89;166
29297;397;360;137;496;231;441;282;363;569;355;397
29298;611;290;341;457;104;427;369;164;231;182;427
29299;510;311;125;320;452;283;104;214;264;205;283
29300;521;363;318;355;445;304;244;212;381;94;521
29301;324;156;201;213;7;664;33;325;451;268;664
29302;762;182;565;340;85;1;345;237;402;81;1
29303;146;241;164;29;182;41;69;324;129;111;146
29304;299;14;363;536;171;603;164;442;182;168;603
29305;363;201;402;565;164;136;335;172;223;384;136
29306;191;45;216;197;174;668;428;14;113;161;668
29307;326;383;203;59;216;422;246;263;246;104;422
29308;467;250;250;453;29;354;46;63;428;70;467
29309;547;236;164;76;461;394;389;399;608;213;394
29310;424;156;496;69;253;783;192;433;50;412;424
29311;463;522;426;283;409;696;263;36;207;240;463
29312;286;371;237;270;70;746;219;115;6;214;286
29313;684;359;7;174;334;235;370;264;387;496;235
29314;496;228;201;34;402;8;76;17;218;315;8
29315;682;469;14;104;263;92;237;397;64;45;682
29316;239;36;423;260;197;257;565;279;220;418;257
29317;637;85;213;598;164;762;114;36;33;121;637
29318;691;15;496;244;263;304;240;214;148;324;691
29319;754;215;186;263;576;62;411;402;96;402;754
29320;789;229;223;157;157;230;13;270;43;406;230
29321;413;360;393;115;473;509;36;207;363;127;413
29322;299;310;153;182;400;737;46;92;70;394;737
29323;298;29;263;72;203;360;189;445;242;44;298
29324;226;7;308;68;265;793;86;115;157;275;793
29325;406;97;294;216;150;234;43;333;247;249;234
29326;753;433;204;312;85;613;89;249;28;372;613
29327;397;413;214;216;153;23;129;366;92;388;23
29328;762;258;620;291;406;649;486;590;213;282;649
29329;336;25;500;332;216;661;565;451;20;356;336
29330;537;207;270;435;363;495;431;422;422;525;495
29331;194;572;219;36;109;783;213;271;174;104;783
29332;520;409;219;63;352;754;216;207;569;207;520
29333;800;43;484;290;510;757;113;269;248;276;800
29334;482;94;502;281;38;607;104;538;218;257;607
29335;108;21;157;102;263;426;59;253;189;339;426
29336;787;412;491;411;156;197;249;241;380;45;787
29337;489;569;270;312;207;74;174;89;431;207;74
29338;173;214;335;38;216;384;87;104;126;55;384
29339;175;34;423;237;104;304;472;29;60;73;175
29340;723;377;347;67;610;667;347;399;347;471;723
29341;539;148;369;473;369;605;522;241;191;36;539
29342;413;148;218;244;33;325;154;347;237;263;413
29343;569;168;445;417;92;534;500;138;261;247;534
29344;140;340;340;150;175;681;339;216;164;244;681
29345;702;428;63;348;15;633;492;91;25;63;702
29346;118;312;33;510;565;400;231;290;59;214;400
29347;455;353;350;228;414;453;129;620;164;496;453
29348;264;261;216;207;263;288;205;237;42;270;288
29349;281;44;503;214;103;301;315;92;98;565;301
29350;553;432;366;525;345;244;529;252;65;191;553
29351;389;575;363;194;247;647;97;523;331;104;647
29352;537;244;241;389;270;680;293;513;290;180;680
29353;192;286;567;100;466;133;214;332;43;458;133
29354;52;99;237;447;404;597;207;589;214;340;597
29355;269;68;207;225;103;433;113;263;380;241;269
29356;796;214;343;207;387;531;237;466;58;43;531
29357;641;310;495;138;472;783;277;53;261;477;783
29358;444;363;522;214;36;86;495;89;23;59;444
29359;660;148;412;237;282;560;360;290;444;497;560
29360;592;510;92;58;57;581;496;244;403;314;581
29361;104;523;73;612;355;687;91;184;319;249;687
29362;552;412;38;14;92;253;59;451;393;192;552
29363;4;263;565;38;335;212;174;138;214;497;212
29364;217;237;237;237;237;709;153;359;280;411;709
29365;34;40;343;431;157;328;352;104;606;36;328
29366;492;414;337;210;182;309;102;207;189;129;309
29367;197;525;431;567;218;393;269;416;129;70;393
29368;524;269;496;23;91;675;175;524;25;565;524
29369;516;126;23;89;484;748;290;85;156;290;516
29370;337;117;249;34;367;583;182;92;253;351;583
29371;251;446;316;91;290;410;403;290;442;466;410
29372;563;92;56;210;224;52;577;232;447;91;563
29373;464;156;216;332;445;448;237;163;104;163;448
29374;325;252;389;104;561;10;69;102;99;5;325
29375;454;496;359;46;59;727;311;308;1;156;727
29376;551;235;36;173;203;325;33;347;215;34;551
29377;798;36;399;341;496;253;387;104;363;435;253
29378;297;283;214;74;267;52;182;77;572;232;297
29379;524;91;512;168;416;525;164;157;316;157;524
29380;234;129;363;14;404;779;174;399;73;565;234
29381;749;173;164;360;496;228;188;111;506;310;228
29382;470;207;237;100;258;565;240;113;495;226;565
29383;791;71;231;496;231;660;203;398;87;213;660
29384;790;58;44;242;469;281;330;55;46;58;281
29385;54;60;115;148;174;346;133;174;565;189;54
29386;506;156;476;380;363;714;207;283;332;280;714
29387;137;117;480;157;237;606;145;156;474;537;606
29388;774;244;63;148;164;629;19;332;104;257;629
29389;598;25;610;280;416;470;216;363;182;243;598
29390;639;360;153;60;258;284;231;103;297;374;284
29391;96;36;126;107;496;758;417;168;217;173;758
29392;397;416;219;259;216;772;129;156;67;91;772
29393;642;258;92;104;164;663;164;87;237;433;663
29394;659;282;393;282;331;237;267;517;334;189;237
29395;342;343;111;203;216;509;104;173;89;324;342
29396;212;15;156;156;447;705;97;565;372;203;705
29397;463;450;81;392;314;147;173;213;240;173;147
29398;151;503;246;390;414;581;297;156;332;143;581
29399;200;565;92;237;164;693;104;468;126;269;693
29400;464;496;282;92;416;715;115;216;179;347;715
29401;744;327;206;203;218;787;126;138;510;92;787
29402;704;290;372;34;269;403;156;184;496;57;704
29403;590;237;163;241;70;778;278;199;234;199;590
29404;272;369;387;237;145;686;404;91;332;398;686
29405;35;237;115;48;189;507;363;214;182;59;507
29406;116;228;327;290;213;554;85;104;528;237;554
29407;769;86;201;227;86;596;48;54;392;503;596
29408;213;561;44;343;98;460;103;218;290;450;213
29409;714;61;503;129;38;140;340;340;33;56;714
29410;360;91;117;117;341;337;280;29;213;313;337
29411;429;352;385;94;407;345;164;247;202;474;429
29412;55;403;241;63;241;235;43;43;213;14;55
29413;581;218;432;542;244;733;81;450;81;450;581
29414;365;332;216;366;597;195;219;290;34;445;365
29415;579;237;432;234;381;572;276;67;282;526;572
29416;715;156;387;565;332;619;92;214;104;210;715
29417;559;218;7;280;490;440;374;363;64;291;559
29418;72;174;384;357;374;250;83;200;434;59;72
29419;796;207;88;99;360;518;393;435;182;9;518
29420;29;523;380;523;562;552;148;202;403;218;552
29421;421;138;58;189;500;112;477;115;173;23;421
29422;404;240;571;226;352;138;241;164;69;237;138
29423;705;403;527;43;9;53;74;263;237;76;705
29424;683;514;332;157;137;491;148;173;216;228;683
29425;705;9;435;168;496;364;173;28;67;182;705
29426;104;52;120;21;300;439;363;207;250;207;104
29427;14;33;450;527;527;311;474;78;206;179;311
29428;83;214;201;46;69;293;129;18;512;33;83
29429;231;89;148;474;241;598;51;438;371;311;598
29430;237;385;261;445;126;385;492;53;9;492;385
29431;732;496;468;366;218;355;91;497;270;153;732
29432;139;550;270;385;157;341;496;527;343;205;139
29433;719;514;44;22;156;516;374;23;371;241;516
29434;58;352;29;241;87;400;196;102;203;249;58
29435;173;300;264;56;231;440;173;1;311;70;440
29436;460;218;175;93;389;691;211;257;521;514;691
29437;338;268;474;104;253;634;538;285;514;219;634
29438;451;242;104;528;416;648;565;76;565;428;648
29439;621;282;282;207;182;320;38;485;205;250;320
29440;576;411;58;411;259;338;451;102;423;207;576
29441;592;569;607;25;138;615;92;213;374;214;615
29442;235;608;610;164;70;535;61;389;521;417;535
29443;277;25;270;213;119;771;214;226;38;241;771
29444;645;393;153;502;59;716;15;428;444;41;716
29445;2;74;15;402;241;34;163;414;191;398;34
29446;756;608;237;607;343;590;263;232;89;201;590
29447;331;23;253;484;218;435;431;371;523;565;435
29448;721;191;530;370;526;700;394;468;224;533;700
29449;476;231;214;63;15;496;241;304;401;241;496
29450;463;450;230;95;192;87;324;33;100;510;87
29451;366;406;45;219;467;649;270;156;512;85;649
29452;195;104;240;25;538;422;203;21;85;503;422
29453;274;345;156;520;501;784;156;75;92;92;274
29454;537;189;84;182;207;318;189;244;196;46;537
29455;154;424;174;88;510;374;232;218;283;55;154
29456;52;228;174;213;280;292;334;334;81;81;52
29457;245;352;332;250;59;660;412;182;283;356;660
29458;233;522;405;164;203;495;14;57;239;414;495
29459;93;497;26;178;117;459;173;247;213;412;93
29460;619;332;110;335;207;780;74;94;214;620;780
29461;564;15;104;402;218;108;352;291;92;214;108
29462;674;237;240;241;137;41;552;363;263;53;41
29463;68;149;530;258;409;483;114;482;67;116;483
29464;161;21;525;525;192;431;34;249;356;63;431
29465;52;34;76;282;156;734;544;527;522;334;734
29466;638;148;285;164;412;491;565;269;218;286;638
29467;305;445;270;363;567;723;433;477;488;83;723
29468;311;67;70;395;188;522;531;313;2;231;522
29469;173;332;445;203;5;45;283;363;55;204;173
29470;59;63;496;417;232;209;36;443;214;237;59
29471;770;181;34;523;196;459;402;156;253;104;770
29472;135;69;99;240;36;162;210;25;366;258;135
29473;638;157;1;610;490;147;207;86;203;520;147
29474;420;417;387;138;295;560;479;241;67;123;420
29475;130;263;565;214;496;284;23;411;431;205;130
29476;761;203;291;114;352;404;133;226;237;340;404
29477;335;285;385;1;240;131;104;408;473;324;131
29478;334;173;33;85;276;568;496;203;442;164;568
29479;342;608;415;118;47;210;102;164;572;219;342
29480;184;182;114;237;103;15;450;334;81;106;184
29481;635;237;38;227;189;344;69;589;405;230;635
29482;214;375;247;109;119;436;415;415;428;104;214
29483;607;263;73;320;538;132;100;118;374;439;132
29484;666;370;506;37;237;230;104;92;216;102;230
29485;734;334;368;527;334;140;33;150;33;56;734
29486;730;501;314;98;164;325;514;196;321;76;730
29487;86;53;495;425;477;65;126;204;219;63;65
29488;203;77;93;38;512;472;189;332;492;492;472
29489;268;38;34;406;126;191;246;182;69;237;268
29490;485;326;148;248;173;760;189;259;210;219;760
29491;641;247;157;60;565;301;496;68;179;98;301
29492;776;225;85;231;213;290;450;450;81;81;776
29493;596;263;103;497;104;707;428;424;104;574;707
29494;268;201;351;328;88;692;213;129;201;153;692
29495;434;565;36;331;235;733;78;77;476;450;434
29496;521;466;164;241;213;401;182;46;300;586;521
29497;335;241;256;168;273;706;546;280;156;282;706
29498;462;363;60;60;445;451;258;351;242;423;451
29499;570;259;244;608;263;186;215;340;173;59;570
29500;430;248;285;237;240;368;306;29;43;468;430
29501;140;56;175;56;56;234;241;203;44;468;234
29502;365;216;497;129;407;36;29;58;218;15;36
29503;233;237;168;100;31;30;38;40;231;63;30
29504;127;127;102;216;50;262;223;497;219;264;127
29505;384;241;514;148;92;280;496;38;136;253;280
29506;499;393;309;430;218;37;468;25;5;351;499
29507;289;450;450;81;81;323;503;341;313;571;323
29508;280;164;89;182;261;174;565;401;240;496;280
29509;408;421;83;349;214;44;203;261;445;336;44
29510;498;8;14;518;416;507;362;463;16;97;498
29511;167;218;231;227;287;711;442;419;218;525;711
29512;118;192;108;123;482;784;516;502;399;173;784
29513;309;36;182;522;76;26;351;91;445;182;26
29514;783;237;156;477;53;133;207;117;501;445;133
29515;172;237;47;519;174;189;241;186;53;510;172
29516;744;339;447;337;399;499;264;431;411;237;499
29517;579;164;497;182;526;360;608;414;44;218;360
29518;560;174;307;173;574;773;263;240;343;182;773
29519;504;280;390;551;213;239;426;156;341;414;239
29520;548;503;164;48;56;617;468;91;5;29;548
29521;362;406;303;563;182;377;277;60;249;567;362
29522;379;479;244;255;256;254;28;500;395;189;254
29523;391;43;348;23;108;554;340;113;76;451;554
29524;694;498;431;364;207;577;244;226;104;433;694
29525;687;403;201;103;565;518;89;311;363;168;518
29526;635;1;497;561;207;552;320;189;129;614;552
29527;294;237;55;92;218;520;510;496;245;216;520
29528;162;113;25;263;36;379;132;341;214;254;162
29529;150;341;156;513;59;47;228;363;242;16;47
29530;13;231;103;229;36;547;285;565;182;271;547
29531;155;197;106;314;157;328;218;373;339;94;155
29532;355;484;442;157;29;53;495;447;113;239;53
29533;211;491;330;182;341;232;228;157;228;331;232
29534;102;156;207;5;109;25;451;162;68;389;25
29535;34;328;421;42;189;731;363;104;565;126;731
29536;570;173;371;389;226;572;526;168;526;202;570
29537;172;203;15;174;394;565;351;158;158;86;172
29538;210;127;207;91;104;638;263;271;92;148;638
29539;271;432;201;523;91;535;164;270;203;129;271
29540;738;173;220;329;148;511;36;63;533;92;511
29541;203;227;331;227;210;298;92;235;492;203;298
29542;699;173;18;403;173;164;173;112;70;399;164
29543;425;232;223;38;191;158;156;97;92;84;158
29544;326;497;70;148;104;783;451;148;277;138;783
29545;272;290;197;182;502;70;384;447;565;248;70
29546;54;188;81;450;474;783;516;180;216;157;783
29547;672;36;182;179;240;687;374;319;282;21;687
29548;488;213;269;321;240;695;216;406;434;103;695
29549;741;523;34;218;428;331;393;214;29;363;741
29550;125;61;90;173;263;201;213;175;479;397;125
29551;31;69;69;218;92;182;482;228;188;180;31
29552;582;113;98;164;565;429;477;228;184;496;429
29553;212;277;63;445;408;701;444;182;613;290;212
29554;18;450;527;81;527;682;264;290;214;280;682
29555;533;351;451;214;527;546;231;466;363;468;546
29556;729;369;213;263;34;412;173;187;29;94;729
29557;740;118;104;113;277;156;118;241;104;463;156
29558;799;269;36;272;511;634;565;166;240;402;799
29559;723;343;428;278;92;288;42;36;104;270;288
29560;271;113;246;314;104;769;246;249;85;45;271
29561;306;5;416;168;85;1;496;203;437;438;306
29562;515;120;81;182;610;18;450;106;527;527;515
29563;706;507;482;428;94;261;42;244;92;250;706
29564;242;487;182;218;510;400;263;218;324;205;242
29565;464;450;253;44;496;362;103;468;337;116;362
29566;623;263;496;203;240;513;313;173;267;363;513
29567;431;247;129;105;7;198;204;380;230;102;431
29568;616;369;411;334;344;565;117;138;231;117;616
29569;433;321;213;33;46;350;203;56;249;246;350
29570;24;29;28;145;213;77;207;141;38;213;24
29571;597;283;207;175;164;26;416;214;164;228;26
29572;574;421;526;213;182;355;184;284;237;126;574
29573;456;259;237;334;430;188;313;273;472;352;456
29574;114;89;102;201;174;512;181;123;46;218;114
29575;186;133;213;102;527;609;290;331;214;361;186
29576;571;331;421;447;270;359;168;156;91;240;571
29577;361;173;34;207;16;686;218;404;400;249;361
29578;574;421;481;510;53;297;205;14;315;71;574
29579;34;398;526;343;214;365;207;200;156;335;34
29580;223;58;63;240;280;496;431;165;201;237;496
29581;536;92;572;214;486;500;89;254;209;249;500
29582;667;112;113;271;100;146;70;250;214;55;146
29583;67;67;174;346;91;123;447;282;76;117;67
29584;594;214;156;290;339;769;63;237;200;497;769
29585;245;512;61;324;243;76;290;499;275;482;245
29586;508;445;207;371;204;572;371;496;421;264;572
29587;671;168;269;126;345;225;174;242;181;174;225
29588;255;166;166;166;166;445;269;346;447;351;255
29589;784;75;220;94;184;442;565;213;31;237;442
29590;159;92;53;52;510;575;421;58;488;207;159
29591;724;417;60;182;94;409;240;428;390;210;724
29592;729;264;98;218;36;717;253;416;490;473;717
29593;501;290;46;207;207;62;530;290;515;410;62
29594;118;499;99;148;85;737;173;38;189;510;737
29595;516;445;87;510;525;738;445;218;383;567;738
29596;154;38;173;468;371;444;416;92;270;515;154
29597;148;216;311;104;237;333;210;416;106;53;148
29598;216;399;492;63;363;600;269;67;184;496;600
29599;704;492;279;282;201;522;341;156;526;34;704
29600;780;114;202;620;433;239;326;189;113;333;780
29601;607;313;313;267;203;579;116;214;496;203;607
29602;368;196;510;247;29;428;29;271;324;483;428
29603;641;270;104;565;249;372;36;445;216;189;372
29604;151;156;207;191;218;717;240;411;285;412;717
29605;8;506;63;25;63;623;357;86;351;148;8
29606;379;72;444;14;51;106;285;270;490;115;106
29607;501;156;446;34;209;45;220;47;29;254;501
29608;107;104;282;246;102;179;101;174;213;38;179
29609;666;240;572;162;512;639;263;205;237;86;666
29610;48;413;314;141;371;534;84;565;389;180;48
29611;100;196;290;412;149;92;129;216;129;98;92
29612;97;7;474;335;282;451;416;87;145;84;451
29613;253;33;387;216;473;37;223;25;34;247;37
29614;526;196;237;94;237;300;203;97;45;97;526
29615;585;182;408;475;468;783;203;156;510;263;783
29616;764;263;505;503;231;338;320;324;422;218;338
29617;221;102;230;444;565;280;282;10;279;257;280
29618;353;45;91;126;172;121;182;371;421;39;121
29619;154;193;182;513;423;627;110;104;496;250;627
29620;665;162;113;430;528;542;89;216;200;239;542
29621;437;370;417;349;544;213;192;94;213;171;437
29622;683;237;257;276;163;530;174;157;92;325;683
29623;332;205;496;180;290;23;239;214;117;19;332
29624;106;100;149;278;529;467;362;104;159;259;467
29625;741;57;231;208;348;58;10;130;204;304;58
29626;720;207;15;610;332;452;203;72;78;412;720
29627;611;216;172;290;156;88;68;92;231;148;611
29628;466;129;565;36;452;794;157;138;156;496;794
29629;494;33;203;182;270;280;497;444;270;526;494
29630;348;213;410;514;291;578;218;214;324;496;348
29631;744;156;229;496;214;214;195;104;512;228;214
29632;197;145;156;33;290;229;416;226;29;68;229
29633;464;97;432;189;81;231;367;216;328;471;464
29634;161;56;352;407;352;83;226;442;446;68;161
29635;58;290;95;274;274;535;207;506;92;351;58
29636;378;148;133;189;243;241;104;250;164;247;241
29637;129;97;258;58;213;139;240;228;70;156;139
29638;116;501;129;146;216;594;70;490;97;490;116
29639;210;263;203;133;111;160;231;207;99;99;160
29640;209;76;369;193;214;745;28;514;497;369;745
29641;464;543;565;366;589;14;173;81;33;527;14
29642;24;263;355;445;211;295;227;524;72;216;24
29643;113;216;104;253;90;155;48;216;92;246;155
29644;688;283;214;15;442;11;104;453;207;189;11
29645;701;335;207;347;38;541;419;390;232;85;701
29646;364;213;329;189;371;738;495;216;569;129;364
29647;243;102;213;103;331;457;492;70;269;214;243
29648;604;218;334;104;214;209;99;355;173;214;209
29649;145;273;237;28;102;310;213;204;89;409;145
29650;397;335;29;259;203;400;214;196;181;258;397
29651;688;228;538;57;203;357;214;473;168;133;357
29652;223;182;182;259;14;330;282;244;8;76;223
29653;453;447;241;202;202;433;254;279;36;504;453
29654;314;290;431;468;89;533;270;244;180;101;314
29655;270;406;314;326;451;9;496;99;123;481;270
29656;19;116;445;241;369;40;401;197;251;91;40
29657;793;472;428;275;400;714;182;263;67;398;714
29658;204;369;290;33;237;647;563;313;28;316;204
29659;432;36;29;8;76;614;189;416;341;99;432
29660;136;34;156;63;66;773;170;283;435;129;773
29661;424;223;7;270;350;316;81;445;210;369;316
29662;777;311;164;126;240;143;45;173;329;321;777
29663;193;226;207;285;64;530;249;43;61;371;193
29664;282;447;565;133;182;136;130;565;445;394;136
29665;298;400;373;216;72;265;537;503;16;326;265
29666;74;514;104;411;263;760;14;92;251;530;760
29667;264;52;523;179;276;255;166;166;166;166;264
29668;279;565;163;156;526;274;142;281;210;270;274
29669;570;447;427;261;313;254;320;412;44;23;570
29670;407;422;102;34;249;428;118;34;148;240;428
29671;282;281;5;513;36;411;33;428;442;29;282
29672;216;477;171;204;433;377;444;363;416;446;216
29673;321;92;102;34;479;505;396;279;409;156;505
29674;328;202;171;218;63;245;29;392;503;240;328
29675;128;182;34;173;216;682;14;468;154;36;682
29676;287;431;526;240;86;584;469;222;92;356;584
29677;13;44;419;430;445;159;510;189;29;394;159
29678;110;460;528;351;130;423;207;290;129;324;110
29679;734;450;450;450;522;169;231;203;156;237;169
29680;567;92;92;55;398;621;28;188;7;157;567
29681;754;277;565;138;316;370;311;322;290;357;370
29682;308;324;270;487;38;23;18;115;214;263;23
29683;179;363;213;542;417;326;363;193;207;207;326
29684;191;247;203;351;237;300;203;445;365;207;300
29685;266;103;36;479;156;335;277;136;70;398;335
29686;204;76;102;290;10;773;290;15;207;237;773
29687;356;120;241;460;229;701;89;411;36;129;701
29688;726;497;173;56;503;664;209;516;451;209;726
29689;647;214;45;412;316;242;53;290;103;57;647
29690;471;482;92;426;63;791;280;76;164;304;791
29691;761;151;196;240;127;360;202;421;216;16;360
29692;658;15;598;435;104;665;489;496;87;104;658
29693;740;94;173;273;412;506;20;15;331;76;740
29694;76;389;36;51;556;186;237;256;445;60;186
29695;645;54;106;237;240;51;447;267;267;182;645
29696;535;572;351;290;220;540;351;286;369;412;540
29697;196;363;84;567;103;207;237;283;267;311;196
29698;288;204;173;86;218;413;442;63;115;477;288
29699;54;367;99;218;305;794;247;392;416;92;794
29700;489;383;253;278;258;347;86;34;254;280;347
29701;263;521;244;268;247;349;156;339;362;182;263
29702;424;69;203;38;406;754;409;496;186;104;424
29703;615;249;283;269;172;670;180;174;257;109;670
29704;686;404;389;251;249;427;510;156;363;507;427
29705;632;313;283;46;237;64;481;24;363;219;632
29706;634;214;189;1;270;207;290;92;156;402;634
29707;504;182;304;223;411;629;290;104;432;350;629
29708;218;68;68;194;68;38;58;213;182;102;38
29709;203;340;565;318;113;217;237;237;237;237;203
29710;508;57;156;216;182;114;63;252;249;116;508
29711;427;157;129;129;196;733;450;450;33;78;427
29712;218;68;219;194;68;612;328;371;328;173;612
29713;640;496;430;263;182;772;37;374;413;240;772
29714;188;38;477;113;118;377;120;104;76;76;377
29715;372;291;106;241;340;600;280;157;117;526;600
29716;267;372;88;276;29;458;182;237;33;527;267
29717;177;608;216;526;36;728;168;442;92;189;177
29718;788;184;510;433;249;763;270;173;494;352;788
29719;41;516;347;219;399;28;290;99;102;507;28
29720;495;164;210;408;173;595;218;184;179;496;495
29721;751;216;15;103;425;205;33;178;204;33;751
29722;604;44;207;156;228;763;55;134;474;51;604
29723;228;129;474;214;290;52;97;163;207;34;228
29724;490;332;290;102;332;129;324;401;130;196;490
29725;261;89;5;69;92;754;283;433;571;182;261
29726;775;241;71;288;406;397;120;313;565;219;397
29727;474;445;114;240;255;54;428;156;50;214;474
29728;147;70;500;451;319;559;338;444;280;496;147
29729;363;71;91;270;216;37;237;48;45;479;37
29730;262;253;5;189;502;1;173;282;13;491;262
29731;21;193;119;19;29;260;7;207;481;156;260
29732;6;374;129;488;130;464;203;542;290;512;6
29733;671;257;92;94;34;511;272;89;31;34;671
29734;173;14;164;182;218;799;237;477;477;94;799
29735;581;13;218;269;214;395;219;204;150;204;581
29736;345;191;71;102;437;549;207;347;500;207;549
29737;619;328;207;104;199;216;433;45;70;247;216
29738;631;350;168;60;499;363;319;76;201;240;631
29739;620;282;504;191;157;699;403;37;366;81;620
29740;735;283;556;369;213;443;92;33;366;369;735
29741;690;339;211;64;428;467;249;226;13;226;467
29742;325;58;3;154;247;727;249;311;160;415;727
29743;661;297;430;173;192;695;216;562;116;44;695
29744;515;510;7;401;237;478;571;173;285;92;478
29745;154;446;314;372;523;500;36;203;28;330;154
29746;417;276;232;174;25;374;276;58;213;157;417
29747;676;299;352;179;216;3;33;431;182;33;3
29748;186;209;192;352;258;656;34;152;469;533;186
29749;386;363;101;101;271;504;91;238;238;501;504
29750;507;401;250;186;401;740;207;127;235;202;740
29751;402;102;156;258;196;642;290;263;283;92;642
29752;231;205;522;615;565;191;247;447;277;113;191
29753;667;493;493;253;213;378;350;35;132;244;667
29754;230;240;13;164;15;402;128;565;196;156;230
29755;456;214;214;214;86;288;290;263;304;231;288
29756;600;92;264;25;62;453;311;92;92;235;453
29757;626;362;330;250;565;288;218;162;218;189;288
29758;697;10;417;126;423;373;182;89;341;496;697
29759;406;503;362;33;186;644;54;240;58;333;406
29760;348;453;242;503;168;312;70;332;25;15;348
29761;220;229;92;113;522;225;598;46;92;106;225
29762;226;174;238;89;44;326;544;569;203;148;326
29763;37;162;249;416;46;505;370;226;207;67;505
29764;367;215;143;608;36;16;218;512;72;334;367
29765;256;36;102;67;156;388;374;417;433;148;388
29766;459;91;522;60;450;788;272;180;477;83;788
29767;692;237;180;38;237;92;211;367;240;173;692
29768;400;173;62;249;70;633;247;374;129;203;633
29769;174;44;232;5;213;182;40;202;202;618;174
29770;670;205;109;219;114;775;406;317;341;55;670
29771;167;459;246;227;189;230;522;219;474;156;230
29772;691;260;156;207;514;97;249;8;63;126;691
